x,y
0.27644041180610657,0.010598144493997097
0.6337378025054932,0.015916137024760246
1.0250537395477295,0.02293090708553791
1.6138280630111694,0.07257445901632309
2.3424413204193115,0.198749378323555
3.017324209213257,0.32237303256988525
3.917167901992798,0.4657500982284546
4.727973461151123,0.5936560034751892
5.814765453338623,0.7631072998046875
7.070292949676514,0.9588134288787842
8.06241226196289,1.1134753227233887
10.114858627319336,1.495876431465149
11.3272705078125,1.7247039079666138
12.869213104248047,2.0160906314849854
15.067270278930664,2.4315032958984375
16.615116119384766,2.723996639251709
17.83504295349121,2.9576542377471924
19.995492935180664,3.4284160137176514
21.01553726196289,3.649106979370117
22.780048370361328,4.030991554260254
23.654315948486328,4.220171928405762
25.11787986755371,4.536759376525879
25.827274322509766,4.690236568450928
27.05050277709961,4.954442501068115
27.622142791748047,5.077898979187012
28.596248626708984,5.288258075714111
29.055755615234375,5.387484073638916
29.908905029296875,5.5717082023620605
30.38627815246582,5.674793720245361
31.40730857849121,5.89529275894165
32.43954086303711,6.118236064910889
33.28059005737305,6.299904823303223
34.53108215332031,6.570032596588135
35.414424896240234,6.760855674743652
36.14813232421875,6.916154861450195
37.467899322509766,7.159265995025635
38.128787994384766,7.284306049346924
39.25208282470703,7.433835983276367
39.79424285888672,7.4856276512146
40.39822769165039,7.491714954376221
40.988929748535156,7.490904331207275
41.40174865722656,7.501147747039795
41.85220718383789,7.517001152038574
42.195735931396484,7.529652118682861
42.60615539550781,7.527743816375732
43.02191925048828,7.5083537101745605
43.32297134399414,7.508389949798584
43.67038345336914,7.5089898109436035
44.19269943237305,7.46485710144043
44.4268684387207,7.408698558807373
44.651947021484375,7.391336441040039
44.916507720947266,7.371758937835693
45.299739837646484,7.301645278930664
45.80747604370117,7.241305828094482
46.41804122924805,7.098599910736084
47.17802047729492,6.9572954177856445
48.022884368896484,6.726830959320068
48.95113754272461,6.311920166015625
50.02692794799805,5.894610404968262
51.10954666137695,5.482153415679932
52.1290168762207,5.080953121185303
52.93545150756836,4.663179874420166
53.75605773925781,4.2536468505859375
54.55536651611328,3.78832745552063
55.31930160522461,3.37058162689209
56.07856750488281,2.909656286239624
56.80882263183594,2.313913583755493
57.73363494873047,1.6233702898025513
58.536781311035156,1.0288043022155762
59.41819763183594,0.2196209728717804
60.05423355102539,-0.6400158405303955
60.72626495361328,-1.5099133253097534
61.480716705322266,-2.4573962688446045
62.10047149658203,-3.2349133491516113
62.69683837890625,-3.9855797290802
63.30042266845703,-4.854352951049805
63.85894775390625,-5.629941463470459
64.29523468017578,-6.235452651977539
64.77369689941406,-6.900544166564941
65.24580383300781,-7.572901248931885
65.70006561279297,-8.301654815673828
66.2427978515625,-9.120898246765137
66.68451690673828,-9.853886604309082
67.10496520996094,-10.551034927368164
67.50546264648438,-11.205768585205078
67.8477783203125,-11.923239707946777
68.12000274658203,-12.552560806274414
68.36341857910156,-13.051894187927246
68.6484375,-13.685287475585938
68.86956024169922,-14.421103477478027
69.19695281982422,-15.311213493347168
69.47111511230469,-16.203638076782227
69.77816009521484,-17.238428115844727
70.15026092529297,-18.44378089904785
70.50432586669922,-19.6214542388916
70.75608825683594,-20.734375
71.00714874267578,-21.65081214904785
71.26747131347656,-22.5179443359375
71.54114532470703,-23.305570602416992
71.77130889892578,-24.00356101989746
71.95140838623047,-24.55586814880371
72.13066101074219,-25.10580825805664
72.29073333740234,-25.597057342529297
72.46654510498047,-26.03963851928711
72.65884399414062,-26.481891632080078
72.85126495361328,-26.989280700683594
73.05900573730469,-27.522146224975586
73.40019989013672,-28.226573944091797
73.75019073486328,-28.925554275512695
74.1708984375,-29.566450119018555
74.48802185058594,-30.125341415405273
74.81269073486328,-30.70004653930664
75.14012908935547,-31.253915786743164
75.50196838378906,-31.700702667236328
75.88673400878906,-32.19283676147461
76.22772979736328,-32.55670166015625
76.56731414794922,-32.94085693359375
76.87003326416016,-33.18247985839844
77.1890869140625,-33.37618637084961
77.55335235595703,-33.62898254394531
77.87490844726562,-33.77570724487305
78.2026138305664,-33.988059997558594
78.59732818603516,-34.19636154174805
78.96559143066406,-34.31126022338867
79.40589141845703,-34.510215759277344
79.86477661132812,-34.66273498535156
80.34257507324219,-34.85535430908203
80.90241241455078,-35.044071197509766
81.49588012695312,-35.26172637939453
82.13898468017578,-35.41910171508789
82.75999450683594,-35.52119064331055
83.31584167480469,-35.59642028808594
83.947265625,-35.68672180175781
84.4974594116211,-35.6550178527832
85.04179382324219,-35.55290985107422
85.5484390258789,-35.53371047973633
86.1822280883789,-35.456748962402344
86.70267486572266,-35.268070220947266
87.27788543701172,-35.033321380615234
87.91337585449219,-34.859745025634766
88.48400115966797,-34.756710052490234
89.10017395019531,-34.6163215637207
89.67630767822266,-34.50669479370117
90.35111236572266,-34.401737213134766
91.13013458251953,-34.255733489990234
91.96648406982422,-34.09912872314453
93.01820373535156,-33.9839973449707
94.15298461914062,-33.87006378173828
95.2226333618164,-33.75154113769531
96.38370513916016,-33.62269973754883
97.59566497802734,-33.48809051513672
98.80769348144531,-33.344261169433594
100.05976104736328,-33.14617156982422
101.11388397216797,-32.992000579833984
102.24103546142578,-32.831058502197266
103.36830139160156,-32.73764419555664
104.43458557128906,-32.6328125
105.3984375,-32.62149429321289
106.30767059326172,-32.637081146240234
107.24595642089844,-32.72502517700195
108.04812622070312,-32.78700637817383
108.77152252197266,-32.89990234375
109.41793060302734,-33.10673904418945
110.02725982666016,-33.26669692993164
110.58060455322266,-33.515052795410156
111.10237884521484,-33.80369186401367
111.68130493164062,-34.091209411621094
112.15860748291016,-34.455589294433594
112.58964538574219,-34.96950912475586
113.0424575805664,-35.45804214477539
113.59093475341797,-35.96612548828125
114.17134857177734,-36.51962661743164
114.6898422241211,-37.16413116455078
115.29501342773438,-37.88597106933594
115.84819793701172,-38.56895446777344
116.31941223144531,-39.37684631347656
116.84554290771484,-40.28187561035156
117.29251861572266,-41.06427764892578
117.64310455322266,-41.99690246582031
117.86140441894531,-42.93012619018555
118.12669372558594,-43.79636001586914
118.3860092163086,-44.75238800048828
118.47843170166016,-45.76847457885742
118.37144470214844,-46.87424087524414
118.32423400878906,-47.91474533081055
118.28578186035156,-48.982913970947266
118.2449951171875,-50.13120651245117
118.2015609741211,-51.359291076660156
118.15448760986328,-52.691009521484375
118.12845611572266,-54.09503936767578
118.1650390625,-55.414329528808594
118.19145965576172,-56.722293853759766
118.29203033447266,-57.90888214111328
118.3940200805664,-58.95267105102539
118.56023406982422,-59.86587142944336
118.73909759521484,-60.72932815551758
118.98216247558594,-61.40788269042969
119.1683578491211,-62.00296401977539
119.41358947753906,-62.520877838134766
119.60429382324219,-63.006229400634766
119.91783142089844,-63.5613899230957
120.19964599609375,-64.00121307373047
120.5126724243164,-64.44586944580078
120.74161529541016,-64.8328857421875
121.0036849975586,-65.214111328125
121.25175476074219,-65.5936279296875
121.57577514648438,-66.03856658935547
121.99007415771484,-66.56279754638672
122.42073822021484,-67.11060333251953
123.03534698486328,-67.81319427490234
123.67646026611328,-68.52032470703125
124.49081420898438,-69.32025909423828
125.40675354003906,-70.13316345214844
126.38450622558594,-70.95574951171875
127.51274871826172,-71.92604064941406
128.72679138183594,-72.9703369140625
129.961669921875,-74.03273010253906
131.2140350341797,-75.11019134521484
132.4215545654297,-76.10498046875
133.7080841064453,-77.05793762207031
134.7576141357422,-77.8470687866211
135.700439453125,-78.5937271118164
136.6571044921875,-79.36652374267578
137.427490234375,-79.98444366455078
138.23606872558594,-80.68180847167969
138.89678955078125,-81.26555633544922
139.6408233642578,-81.91179656982422
140.43597412109375,-82.60225677490234
141.28677368164062,-83.3409423828125
142.2342529296875,-84.1624984741211
143.2964630126953,-85.01414489746094
144.28829956054688,-85.81997680664062
145.4198760986328,-86.73926544189453
146.58265686035156,-87.68392181396484
147.7985076904297,-88.6717529296875
149.06130981445312,-89.69770050048828
150.45668029785156,-90.8312759399414
151.63575744628906,-91.7892074584961
152.89291381835938,-92.81060028076172
153.98828125,-93.70054626464844
155.17047119140625,-94.66104125976562
156.24273681640625,-95.51176452636719
157.53466796875,-96.40846252441406
158.67327880859375,-97.21099090576172
159.91726684570312,-98.08668518066406
161.1266326904297,-98.93816375732422
162.28939819335938,-99.75691986083984
163.33078002929688,-100.49019622802734
164.44546508789062,-101.27516174316406
165.56265258789062,-102.06188201904297
166.60389709472656,-102.7944107055664
167.84478759765625,-103.57701873779297
169.17222595214844,-104.41201782226562
170.5197296142578,-105.23271942138672
171.87962341308594,-105.9552001953125
173.50253295898438,-106.82669830322266
175.25747680664062,-107.76692962646484
177.16293334960938,-108.78765106201172
178.97833251953125,-109.7601547241211
181.12432861328125,-110.9096450805664
183.1565704345703,-111.99652099609375
185.56698608398438,-113.16132354736328
187.83468627929688,-113.93801879882812
190.2299041748047,-114.52239227294922
192.25721740722656,-114.94971466064453
194.3895721435547,-115.42808532714844
196.1383514404297,-115.98160552978516
197.7841796875,-116.52958679199219
199.3160858154297,-117.0467758178711
200.9872283935547,-117.61150360107422
202.53285217285156,-118.1336669921875
204.13925170898438,-118.6761474609375
205.76878356933594,-119.28031921386719
207.43409729003906,-119.93080139160156
209.27622985839844,-120.65170288085938
210.97181701660156,-121.31666564941406
212.697265625,-121.99321746826172
214.4612274169922,-122.68408203125
216.34461975097656,-123.4207763671875
217.89266967773438,-124.02788543701172
219.47247314453125,-124.64656829833984
220.91661071777344,-125.2094497680664
222.28720092773438,-125.71151733398438
223.5869903564453,-126.16470336914062
224.78436279296875,-126.54653930664062
225.774658203125,-126.8416748046875
226.79090881347656,-127.15230560302734
227.7834930419922,-127.45658111572266
228.85948181152344,-127.7853775024414
229.89024353027344,-128.101806640625
230.85983276367188,-128.3983612060547
231.92965698242188,-128.72714233398438
233.04605102539062,-129.06964111328125
234.1923370361328,-129.4231414794922
